code	Year	metric	C_n	C_mean	C_sd	D_n	D_mean	D_sd	W_n	W_mean	W_sd	I_n	I_mean	I_sd	N_n	N_mean	N_sd	IN_n	IN_mean	IN_sd	WN_n	WN_mean	WN_sd	LAT	LON	stable	term	site.MAT	site.MAP	ECO	AT_net	GST_net	D_net	I_net	N_net	WI_net	WN_net	DN_net	IN_net
Yu et al 2023_15 days interveal	2023	Ratio_S	3	56.88888889	13.23855201	3	56.88888889	5.747785403	NA	NA	NA	3	68.11111111	6.866450914	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.7	107.21	1	1	8.1	311.6	med & Des	NA	NA	-56.66	56.62	NA	NA	NA	NA	NA
Yu et al 2023_5 days interveal	2023	ANPP	3	111.7419313	33.47073932	3	69.22402476	22.78699625	NA	NA	NA	3	159.4350354	25.23611572	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.7	107.21	1	1	8.1	311.6	med & Des	NA	NA	-75.18	75.18	NA	NA	NA	NA	NA
Yu et al 2023_5 days interveal	2023	COV	3	83.66666667	6.173419726	3	73.44444444	9.020552664	NA	NA	NA	3	65.33333333	8.326663998	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.7	107.21	1	1	8.1	311.6	med & Des	NA	NA	-75.18	75.18	NA	NA	NA	NA	NA
Yu et al 2023_5 days interveal	2023	Ratio_S	3	57.88888889	4.220759981	3	52.88888889	2.457038265	NA	NA	NA	3	49.11111111	13.00142442	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.7	107.21	1	1	8.1	311.6	med & Des	NA	NA	-75.18	75.18	NA	NA	NA	NA	NA
Liu et al., 2017_9	2017	DEN	3	36.11	4.14	3	30.62	2.46	3	35.77	3.79	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.3	1.82	2	2	15.2	569	Med & Des	0.6	NA	-273.91	NA	NA	NA	NA	NA	NA
Liu et al, 2022	2022	DEN	3	35.58	4.12	3	30	2.88	3	35.27	3.9	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	41.3	1.82	2	2	15.2	569	Med & Des	0.6	NA	-273.91	NA	NA	NA	NA	NA	NA
Liu et al., 2017_9	2017	SP	3	12.76	1.54	3	10.57	1.24	3	11.87	1.73	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.3	1.82	2	2	15.2	569	Med & Des	0.6	NA	-273.91	NA	NA	NA	NA	NA	NA
Liu et al, 2022	2022	SP	3	12.65	1.49	3	10.52	1.17	3	11.9	1.65	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	41.3	1.82	2	2	15.2	569	Med & Des	0.6	NA	-273.91	NA	NA	NA	NA	NA	NA
Liu et al, 2022	2022	H	3	2.39	0.12	3	2.19	0.09	3	2.33	0.13	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	41.3	1.82	2	2	15.2	569	Med & Des	0.6	NA	-273.91	NA	NA	NA	NA	NA	NA
Liu et al., 2022	2022	Ratio_S	3	0.83	0.04	3	0.89	0.06	3	0.85	0.04	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.3	1.82	2	2	15.2	569	Med & Des	0.6	NA	-273.91	NA	NA	NA	NA	NA	NA
